estimate,p.value,log10.p.value,test,nU,nQ,nD,overlap,cf_Jaccard,cf_MCC,cf_overlap,cf_NPMI,cf_SorensenDice,group,dbname,n_min,FDR
1.02307909082005,3.96485479745117e-05,-4.40177271296691,Log2(OR),756251,1000,15602,41,0.0024756959120826,0.00521434428272839,0.041,0.0699197815906962,0.00493916395614986,KYCG.EPIC.HMconsensus.20211013,H3K36me2,2,0.0023789128784707
1.13986019022058,1.38962355962086e-05,-4.8571028314877,Log2(OR),756251,1000,13338,38,0.00265734265734266,0.00562921325702613,0.038,0.0775454681331882,0.00530059980471474,KYCG.EPIC.TFBSconsensus.20211013,ZNF257,1,0.0108807524718313
0.614008857181196,0.00066743177990392,-3.17559311816622,Log2(OR),756251,1000,35991,71,0.00192307692307692,0.00400087717032325,0.071,0.0431370285217774,0.00383877159309021,KYCG.EPIC.HMconsensus.20211013,H1.4,2,0.0143670167964289
1.11670220179996,0.000718350839821446,-3.14366339616926,Log2(OR),756251,1000,8134,23,0.00252442102952475,0.00431934446256726,0.023,0.073078182760342,0.0050361287497263,KYCG.EPIC.HMconsensus.20211013,H3K9me2,5,0.0143670167964289
1.96100663385553,0.00262963167619891,-2.58010507744045,Log2(OR),756251,1000,1372,7,0.00295983086680761,0.00443424105159995,0.007,0.116499846564846,0.00590219224283305,KYCG.EPIC.chromHMM.20211020,8_ZNF/Rpts,,0.0394444751429836
0.26959503066061,0.0107334355776478,-1.96926124601171,Log2(OR),756251,1000,131945,203,0.00152928236729897,0.00273519850641327,0.203,0.0184166712265914,0.00305389446763699,KYCG.EPIC.chromHMM.20211020,1_TssA,,0.0765004738360266
1.06406134635887,0.0153000947672053,-1.81530587919895,Log2(OR),756251,1000,4374,12,0.00223797090637822,0.00298286031377445,0.012,0.0660421791178305,0.00446594715295869,KYCG.EPIC.chromHMM.20211020,9_Het,,0.0765004738360266
1.3903853328164,0.000219297989503986,-3.65896534986068,Log2(OR),756251,1000,5558,19,0.00290564306468879,0.00496338205607788,0.019,0.0896758433800557,0.00579444952729491,KYCG.EPIC.TFBSconsensus.20211013,MYOD1,3,0.0858551628908106
0.400900424988328,0.000774805330702979,-3.1108073999729,Log2(OR),756251,1000,101596,170,0.00165973483295257,0.0038048462914038,0.17,0.0280241753087092,0.00331396935553043,KYCG.EPIC.TFBSconsensus.20211013,ING5,1,0.158131097045795
0.446752249117716,0.000807821696274814,-3.09268448683588,Log2(OR),756251,1000,75941,132,0.00171854860758505,0.00382359799324977,0.132,0.0316020950222842,0.00343120053027645,KYCG.EPIC.TFBSconsensus.20211013,ZBTB8A,2,0.158131097045795
1.0535266465212,0.00125516942412048,-2.90129764868936,Log2(OR),756251,1000,8493,23,0.00242872228088701,0.00406416166073427,0.023,0.0689256007471908,0.00484567576108712,KYCG.EPIC.TFBSconsensus.20211013,REPIN1,3,0.196559531817267
1.14434897409895,0.00158077888076956,-2.80112887489872,Log2(OR),756251,1000,6579,19,0.00251322751322751,0.00403611318129931,0.019,0.0737535087336165,0.00501385407045784,KYCG.EPIC.TFBSconsensus.20211013,ZNF558,2,0.199526318560146
1.28638693354386,0.00187161149843412,-2.72778429533968,Log2(OR),756251,1000,4701,15,0.00263805838902568,0.00406657858325089,0.015,0.0813526618869285,0.00526223469566743,KYCG.EPIC.TFBSconsensus.20211013,ZNF592,2,0.199526318560146
0.542067642437113,0.00220505708074645,-2.65658016377785,Log2(OR),756251,1000,37736,71,0.00183628604681236,0.003526404147416,0.071,0.0380315235320836,0.00366584056175134,KYCG.EPIC.TFBSconsensus.20211013,ZFP69B,2,0.199526318560146
0.334952932702943,0.00229340596046145,-2.63951906311429,Log2(OR),756251,1000,125131,200,0.00158817130015643,0.00338201700726825,0.2,0.023012694157857,0.00317130602310296,KYCG.EPIC.TFBSconsensus.20211013,LMNB1,1,0.199526318560146
0.435388815228076,0.00300630494510525,-2.52196696877259,Log2(OR),756251,1000,59215,103,0.00171346819270695,0.00334550034176854,0.103,0.0308010160606644,0.00342107448310222,KYCG.EPIC.TFBSconsensus.20211013,ZNF2,2,0.208315997469667
0.547993033208695,0.00331638577328055,-2.47933495657102,Log2(OR),756251,1000,33268,63,0.00184183598889051,0.00337294586705144,0.063,0.0382366697441858,0.00367689973152796,KYCG.EPIC.TFBSconsensus.20211013,MCRS1,1,0.208315997469667
0.713124724340731,0.0033172566266268,-2.47922092968136,Log2(OR),756251,1000,17808,38,0.00202450719232818,0.00346808782885785,0.038,0.0483461499753528,0.00404083368779243,KYCG.EPIC.TFBSconsensus.20211013,GRHL3,2,0.208315997469667
0.583619772977464,0.00348876589630778,-2.45732817166762,Log2(OR),756251,1000,28290,55,0.00188130665298444,0.00337333665890024,0.055,0.0404503229828321,0.00375554796858996,KYCG.EPIC.TFBSconsensus.20211013,ZNF362,2,0.208315997469667
